homeTeam,awayTeam,league,result,odds,date
AC Milan,Sampdoria,Serie A,3:2,"['1.48', '4.47', '6.49']",2018-10-28
Cagliari,Chievo,Serie A,2:1,"['1.58', '3.80', '6.45']",2018-10-28
Genoa,Udinese,Serie A,2:2,"['2.06', '3.36', '3.73']",2018-10-28
Napoli,AS Roma,Serie A,1:1,"['1.58', '4.15', '5.61']",2018-10-28
Sassuolo,Bologna,Serie A,2:2,"['1.79', '3.50', '4.79']",2018-10-28
Spal,Frosinone,Serie A,0:3,"['1.80', '3.45', '4.80']",2018-10-28
Atalanta,Parma,Serie A,3:0,"['1.31', '5.51', '9.02']",2018-10-27
Empoli,Juventus,Serie A,1:2,"['10.40', '5.53', '1.29']",2018-10-27
Torino,Fiorentina,Serie A,1:1,"['2.39', '3.17', '3.16']",2018-10-27
Sampdoria,Sassuolo,Serie A,0:0,"['2.23', '3.35', '3.28']",2018-10-22
Inter,AC Milan,Serie A,1:0,"['2.47', '3.24', '2.95']",2018-10-21
Parma,Lazio,Serie A,0:2,"['5.73', '4.14', '1.57']",2018-10-21
Chievo,Atalanta,Serie A,1:5,"['5.66', '4.01', '1.60']",2018-10-21
Frosinone,Empoli,Serie A,3:3,"['3.16', '3.29', '2.32']",2018-10-21
Bologna,Torino,Serie A,2:2,"['3.25', '3.03', '2.41']",2018-10-21
Fiorentina,Cagliari,Serie A,1:1,"['1.61', '3.84', '5.90']",2018-10-21
Juventus,Genoa,Serie A,1:1,"['1.15', '7.71', '18.35']",2018-10-20
Udinese,Napoli,Serie A,0:3,"['6.37', '3.95', '1.56']",2018-10-20
AS Roma,Spal,Serie A,0:2,"['1.29', '5.85', '9.80']",2018-10-20
AC Milan,Chievo,Serie A,3:1,"['1.21', '6.38', '13.76']",2018-10-07
Atalanta,Sampdoria,Serie A,0:1,"['1.55', '4.16', '5.97']",2018-10-07
Genoa,Parma,Serie A,1:3,"['1.73', '3.70', '5.01']",2018-10-07
Lazio,Fiorentina,Serie A,1:0,"['1.75', '3.78', '4.60']",2018-10-07
Napoli,Sassuolo,Serie A,2:0,"['1.39', '4.80', '8.11']",2018-10-07
Spal,Inter,Serie A,1:2,"['6.64', '3.87', '1.56']",2018-10-07
Udinese,Juventus,Serie A,0:2,"['10.78', '5.07', '1.31']",2018-10-06
Empoli,AS Roma,Serie A,0:2,"['4.59', '3.98', '1.72']",2018-10-06
Cagliari,Bologna,Serie A,2:0,"['2.09', '3.15', '3.90']",2018-10-06
Torino,Frosinone,Serie A,3:2,"['1.42', '4.34', '8.45']",2018-10-05
Sampdoria,Spal,Serie A,2:1,"['1.76', '3.56', '4.92']",2018-10-01
Bologna,Udinese,Serie A,2:1,"['2.75', '2.99', '2.82']",2018-09-30
Chievo,Torino,Serie A,0:1,"['3.97', '3.24', '2.04']",2018-09-30
Fiorentina,Atalanta,Serie A,2:0,"['2.32', '3.38', '3.07']",2018-09-30
Frosinone,Genoa,Serie A,1:2,"['3.48', '3.26', '2.19']",2018-09-30
Parma,Empoli,Serie A,1:0,"['2.45', '3.32', '2.92']",2018-09-30
Sassuolo,AC Milan,Serie A,1:4,"['3.41', '3.40', '2.15']",2018-09-30
Juventus,Napoli,Serie A,3:1,"['1.86', '3.33', '4.67']",2018-09-29
Inter,Cagliari,Serie A,2:0,"['1.39', '4.71', '8.33']",2018-09-29
AS Roma,Lazio,Serie A,3:1,"['2.59', '3.51', '2.63']",2018-09-29
Spal,Sassuolo,Serie A,0:2,"['2.47', '3.18', '3.00']",2018-09-27
Empoli,AC Milan,Serie A,1:1,"['4.60', '3.61', '1.80']",2018-09-27
Juventus,Bologna,Serie A,2:0,"['1.13', '8.38', '21.90']",2018-09-26
AS Roma,Frosinone,Serie A,4:0,"['1.19', '6.84', '14.63']",2018-09-26
Napoli,Parma,Serie A,3:0,"['1.20', '6.74', '14.38']",2018-09-26
Udinese,Lazio,Serie A,1:2,"['3.95', '3.37', '2.00']",2018-09-26
Genoa,Chievo,Serie A,2:0,"['1.77', '3.55', '4.89']",2018-09-26
Cagliari,Sampdoria,Serie A,0:0,"['2.31', '3.31', '3.15']",2018-09-26
Atalanta,Torino,Serie A,0:0,"['1.71', '3.82', '4.88']",2018-09-26
Inter,Fiorentina,Serie A,2:1,"['1.63', '3.79', '5.76']",2018-09-25
AC Milan,Atalanta,Serie A,2:2,"['2.13', '3.24', '3.67']",2018-09-23
Bologna,AS Roma,Serie A,2:0,"['5.43', '3.78', '1.66']",2018-09-23
Chievo,Udinese,Serie A,0:2,"['2.83', '3.04', '2.71']",2018-09-23
Frosinone,Juventus,Serie A,0:2,"['16.22', '6.99', '1.18']",2018-09-23
Lazio,Genoa,Serie A,4:1,"['1.45', '4.43', '7.38']",2018-09-23
Torino,Napoli,Serie A,1:3,"['4.36', '3.49', '1.87']",2018-09-23
Sampdoria,Inter,Serie A,0:1,"['4.21', '3.56', '1.88']",2018-09-22
Parma,Cagliari,Serie A,2:0,"['2.40', '3.27', '3.04']",2018-09-22
Fiorentina,Spal,Serie A,3:0,"['1.66', '3.68', '5.66']",2018-09-22
Sassuolo,Empoli,Serie A,3:1,"['2.13', '3.30', '3.59']",2018-09-21
Sampdoria,Fiorentina,Serie A,1:1,"['2.79', '3.32', '2.55']",2018-09-19
Spal,Atalanta,Serie A,2:0,"['4.88', '3.67', '1.75']",2018-09-17
AS Roma,Chievo,Serie A,2:2,"['1.22', '6.58', '12.53']",2018-09-16
Cagliari,AC Milan,Serie A,1:1,"['4.63', '3.51', '1.82']",2018-09-16
Empoli,Lazio,Serie A,0:1,"['5.05', '3.99', '1.66']",2018-09-16
Genoa,Bologna,Serie A,1:0,"['2.01', '3.20', '4.11']",2018-09-16
Juventus,Sassuolo,Serie A,2:1,"['1.21', '6.67', '13.52']",2018-09-16
Udinese,Torino,Serie A,1:1,"['2.72', '3.22', '2.67']",2018-09-16
Napoli,Fiorentina,Serie A,1:0,"['1.45', '4.49', '7.20']",2018-09-15
Inter,Parma,Serie A,0:1,"['1.31', '5.19', '10.55']",2018-09-15
Frosinone,Sampdoria,Serie A,0:5,"['3.11', '3.12', '2.44']",2018-09-15
Atalanta,Cagliari,Serie A,0:1,"['1.38', '4.91', '8.17']",2018-09-02
Fiorentina,Udinese,Serie A,1:0,"['1.73', '3.72', '4.86']",2018-09-02
Lazio,Frosinone,Serie A,1:0,"['1.23', '6.24', '12.76']",2018-09-02
Sampdoria,Napoli,Serie A,3:0,"['6.62', '4.22', '1.51']",2018-09-02
Sassuolo,Genoa,Serie A,5:3,"['2.33', '3.18', '3.24']",2018-09-02
Torino,Spal,Serie A,1:0,"['1.65', '3.67', '5.73']",2018-09-02
Chievo,Empoli,Serie A,0:0,"['3.06', '3.13', '2.46']",2018-09-02
Parma,Juventus,Serie A,1:2,"['13.37', '5.97', '1.24']",2018-09-01
Bologna,Inter,Serie A,0:3,"['4.92', '3.17', '1.89']",2018-09-01
AC Milan,AS Roma,Serie A,2:1,"['2.38', '3.42', '2.94']",2018-08-31
AS Roma,Atalanta,Serie A,3:3,"['1.55', '4.14', '6.08']",2018-08-27
Inter,Torino,Serie A,2:2,"['1.58', '3.95', '6.06']",2018-08-26
Udinese,Sampdoria,Serie A,1:0,"['2.21', '3.40', '3.29']",2018-08-26
Spal,Parma,Serie A,1:0,"['2.37', '2.98', '3.40']",2018-08-26
Genoa,Empoli,Serie A,2:1,"['2.02', '3.45', '3.75']",2018-08-26
Frosinone,Bologna,Serie A,0:0,"['3.34', '3.02', '2.37']",2018-08-26
Fiorentina,Chievo,Serie A,6:1,"['1.43', '4.46', '7.71']",2018-08-26
Cagliari,Sassuolo,Serie A,2:2,"['2.41', '3.22', '3.04']",2018-08-26
Napoli,AC Milan,Serie A,3:2,"['1.62', '3.94', '5.56']",2018-08-25
Juventus,Lazio,Serie A,2:0,"['1.48', '4.33', '7.01']",2018-08-25
Atalanta,Frosinone,Serie A,4:0,"['1.33', '4.99', '10.07']",2018-08-20
Bologna,Spal,Serie A,0:1,"['2.24', '3.07', '3.57']",2018-08-19
Empoli,Cagliari,Serie A,2:0,"['2.42', '3.24', '3.02']",2018-08-19
Parma,Udinese,Serie A,2:2,"['2.72', '3.13', '2.74']",2018-08-19
Sassuolo,Inter,Serie A,1:0,"['5.04', '3.73', '1.71']",2018-08-19
Torino,AS Roma,Serie A,0:1,"['3.62', '3.49', '2.05']",2018-08-19
Chievo,Juventus,Serie A,2:3,"['15.78', '6.16', '1.21']",2018-08-18
Lazio,Napoli,Serie A,1:2,"['2.78', '3.44', '2.48']",2018-08-18
Cagliari,Atalanta,Serie A,1:0,"['3.19', '3.56', '2.19']",2018-05-20
Udinese,Bologna,Serie A,1:0,"['1.51', '4.21', '6.50']",2018-05-20
Chievo,Benevento,Serie A,1:0,"['1.70', '3.94', '4.83']",2018-05-20
Genoa,Torino,Serie A,1:2,"['2.23', '3.60', '3.08']",2018-05-20
Lazio,Inter,Serie A,2:3,"['2.54', '3.58', '2.65']",2018-05-20
Napoli,Crotone,Serie A,2:1,"['1.38', '5.42', '6.93']",2018-05-20
Sassuolo,AS Roma,Serie A,0:1,"['4.52', '3.79', '1.76']",2018-05-20
Spal,Sampdoria,Serie A,3:1,"['1.77', '3.72', '4.62']",2018-05-20
AC Milan,Fiorentina,Serie A,5:1,"['1.66', '4.06', '4.94']",2018-05-20
Juventus,Verona,Serie A,2:1,"['1.09', '10.75', '26.14']",2018-05-19
AS Roma,Juventus,Serie A,0:0,"['2.85', '2.92', '2.77']",2018-05-13
Atalanta,AC Milan,Serie A,1:1,"['2.19', '2.98', '3.90']",2018-05-13
Bologna,Chievo,Serie A,1:2,"['2.28', '3.05', '3.50']",2018-05-13
Crotone,Lazio,Serie A,2:2,"['4.22', '3.40', '1.93']",2018-05-13
Fiorentina,Cagliari,Serie A,0:1,"['1.55', '4.28', '5.89']",2018-05-13
Sampdoria,Napoli,Serie A,0:2,"['5.65', '4.64', '1.52']",2018-05-13
Torino,Spal,Serie A,2:1,"['1.90', '3.44', '4.29']",2018-05-13
Verona,Udinese,Serie A,0:1,"['7.61', '4.91', '1.40']",2018-05-13
Benevento,Genoa,Serie A,1:0,"['2.19', '3.56', '3.21']",2018-05-12
Inter,Sassuolo,Serie A,1:2,"['1.19', '7.20', '13.46']",2018-05-12
Udinese,Inter,Serie A,0:4,"['4.42', '3.64', '1.82']",2018-05-06
Lazio,Atalanta,Serie A,1:1,"['1.94', '3.55', '3.96']",2018-05-06
Spal,Benevento,Serie A,2:0,"['1.49', '4.50', '6.49']",2018-05-06
Sassuolo,Sampdoria,Serie A,1:0,"['2.24', '3.43', '3.19']",2018-05-06
Napoli,Torino,Serie A,2:2,"['1.22', '6.83', '12.60']",2018-05-06
Cagliari,AS Roma,Serie A,0:1,"['6.28', '4.31', '1.52']",2018-05-06
Genoa,Fiorentina,Serie A,2:3,"['3.79', '3.47', '2.00']",2018-05-06
Chievo,Crotone,Serie A,2:1,"['2.21', '3.08', '3.67']",2018-05-06
AC Milan,Verona,Serie A,4:1,"['1.10', '10.03', '23.73']",2018-05-05
Juventus,Bologna,Serie A,3:1,"['1.12', '8.90', '23.29']",2018-05-05
Crotone,Sassuolo,Serie A,4:1,"['2.28', '3.16', '3.38']",2018-04-29
Verona,Spal,Serie A,1:3,"['3.27', '3.20', '2.31']",2018-04-29
Torino,Lazio,Serie A,0:1,"['4.98', '4.00', '1.67']",2018-04-29
Sampdoria,Cagliari,Serie A,4:1,"['1.93', '3.51', '4.07']",2018-04-29
Fiorentina,Napoli,Serie A,3:0,"['7.04', '4.45', '1.46']",2018-04-29
Atalanta,Genoa,Serie A,3:1,"['1.36', '4.84', '9.33']",2018-04-29
Bologna,AC Milan,Serie A,1:2,"['5.54', '3.82', '1.65']",2018-04-29
Benevento,Udinese,Serie A,3:3,"['2.97', '3.32', '2.41']",2018-04-29
AS Roma,Chievo,Serie A,4:1,"['1.30', '5.38', '10.36']",2018-04-28
Inter,Juventus,Serie A,2:3,"['2.99', '3.10', '2.55']",2018-04-28
Genoa,Verona,Serie A,3:1,"['1.41', '4.56', '8.19']",2018-04-23
Atalanta,Torino,Serie A,2:1,"['1.53', '4.16', '6.39']",2018-04-22
Cagliari,Bologna,Serie A,0:0,"['1.95', '3.28', '4.32']",2018-04-22
Chievo,Inter,Serie A,1:2,"['7.42', '4.15', '1.49']",2018-04-22
Juventus,Napoli,Serie A,0:1,"['2.27', '3.15', '3.41']",2018-04-22
Lazio,Sampdoria,Serie A,4:0,"['1.36', '5.31', '8.12']",2018-04-22
Udinese,Crotone,Serie A,1:2,"['1.96', '3.22', '4.33']",2018-04-22
Spal,AS Roma,Serie A,0:3,"['4.96', '3.61', '1.75']",2018-04-21
AC Milan,Benevento,Serie A,0:1,"['1.22', '6.47', '13.07']",2018-04-21
Sassuolo,Fiorentina,Serie A,1:0,"['2.96', '3.18', '2.51']",2018-04-21
Verona,Sassuolo,Serie A,0:1,"['4.39', '3.51', '1.85']",2018-04-18
Napoli,Udinese,Serie A,4:2,"['1.21', '6.48', '14.96']",2018-04-18
Torino,AC Milan,Serie A,1:1,"['3.13', '3.27', '2.35']",2018-04-18
Spal,Chievo,Serie A,0:0,"['2.21', '3.01', '3.81']",2018-04-18
Sampdoria,Bologna,Serie A,1:0,"['1.69', '3.79', '5.14']",2018-04-18
Fiorentina,Lazio,Serie A,3:4,"['2.91', '3.38', '2.43']",2018-04-18
Benevento,Atalanta,Serie A,0:3,"['6.13', '4.38', '1.52']",2018-04-18
AS Roma,Genoa,Serie A,2:1,"['1.32', '5.14', '10.09']",2018-04-18
Crotone,Juventus,Serie A,1:1,"['11.37', '4.86', '1.32']",2018-04-18
Inter,Cagliari,Serie A,4:0,"['1.20', '6.69', '15.36']",2018-04-17
Juventus,Sampdoria,Serie A,3:0,"['1.32', '5.06', '10.94']",2018-04-15
AC Milan,Napoli,Serie A,0:0,"['4.28', '3.53', '1.88']",2018-04-15
Bologna,Verona,Serie A,2:0,"['1.59', '3.95', '5.97']",2018-04-15
Fiorentina,Spal,Serie A,0:0,"['1.49', '4.18', '7.30']",2018-04-15
Lazio,AS Roma,Serie A,0:0,"['2.56', '3.27', '2.83']",2018-04-15
Sassuolo,Benevento,Serie A,2:2,"['1.67', '3.94', '5.03']",2018-04-15
Genoa,Crotone,Serie A,1:0,"['1.86', '3.24', '4.86']",2018-04-14
Atalanta,Inter,Serie A,0:0,"['2.58', '3.21', '2.82']",2018-04-14
Cagliari,Udinese,Serie A,2:1,"['2.39', '3.10', '3.24']",2018-04-14
Chievo,Torino,Serie A,0:0,"['3.42', '3.27', '2.21']",2018-04-14
Udinese,Lazio,Serie A,1:2,"['5.16', '3.92', '1.66']",2018-04-08
Napoli,Chievo,Serie A,2:1,"['1.14', '8.11', '21.34']",2018-04-08
Verona,Cagliari,Serie A,1:0,"['3.05', '3.23', '2.41']",2018-04-08
Torino,Inter,Serie A,1:0,"['4.11', '3.58', '1.91']",2018-04-08
AC Milan,Sassuolo,Serie A,1:1,"['1.48', '4.26', '7.20']",2018-04-08
Crotone,Bologna,Serie A,1:0,"['2.38', '3.12', '3.22']",2018-04-08
AS Roma,Fiorentina,Serie A,0:2,"['1.84', '3.58', '4.37']",2018-04-07
Benevento,Juventus,Serie A,2:4,"['12.37', '5.27', '1.29']",2018-04-07
Sampdoria,Genoa,Serie A,0:0,"['2.46', '3.17', '3.02']",2018-04-07
Spal,Atalanta,Serie A,1:1,"['4.69', '3.56', '1.81']",2018-04-07
AC Milan,Inter,Serie A,0:0,"['2.76', '3.17', '2.67']",2018-04-04
Benevento,Verona,Serie A,3:0,"['1.80', '3.80', '4.21']",2018-04-04
Chievo,Sassuolo,Serie A,1:1,"['2.97', '2.97', '2.61']",2018-04-04
Torino,Crotone,Serie A,4:1,"['1.57', '3.94', '6.13']",2018-04-04
Atalanta,Sampdoria,Serie A,1:2,"['1.36', '5.05', '8.43']",2018-04-03
Genoa,Cagliari,Serie A,2:1,"['1.82', '3.35', '4.94']",2018-04-03
Udinese,Fiorentina,Serie A,0:2,"['3.47', '3.22', '2.20']",2018-04-03
Juventus,AC Milan,Serie A,3:1,"['1.62', '3.57', '6.32']",2018-03-31
Inter,Verona,Serie A,3:0,"['1.15', '8.26', '17.85']",2018-03-31
Sassuolo,Napoli,Serie A,1:1,"['8.28', '4.57', '1.40']",2018-03-31
Fiorentina,Crotone,Serie A,2:0,"['1.52', '4.08', '6.68']",2018-03-31
Genoa,Spal,Serie A,1:1,"['1.88', '3.20', '4.72']",2018-03-31
Lazio,Benevento,Serie A,6:2,"['1.21', '6.61', '12.86']",2018-03-31
Chievo,Sampdoria,Serie A,2:1,"['2.28', '3.27', '3.26']",2018-03-31
Cagliari,Torino,Serie A,0:4,"['3.02', '3.24', '2.44']",2018-03-31
Bologna,AS Roma,Serie A,1:1,"['6.09', '4.30', '1.53']",2018-03-31
Atalanta,Udinese,Serie A,2:0,"['1.42', '4.49', '7.98']",2018-03-31
Verona,Atalanta,Serie A,0:5,"['8.85', '4.84', '1.37']",2018-03-18
Lazio,Bologna,Serie A,1:1,"['1.31', '5.45', '10.03']",2018-03-18
Torino,Fiorentina,Serie A,1:2,"['2.67', '3.21', '2.76']",2018-03-18
Sampdoria,Inter,Serie A,0:5,"['3.87', '3.55', '1.96']",2018-03-18
Napoli,Genoa,Serie A,1:0,"['1.22', '6.09', '15.61']",2018-03-18
AC Milan,Chievo,Serie A,3:2,"['1.38', '4.60', '9.30']",2018-03-18
Crotone,AS Roma,Serie A,0:2,"['5.96', '4.02', '1.59']",2018-03-18
Benevento,Cagliari,Serie A,1:2,"['2.28', '3.32', '3.24']",2018-03-18
Spal,Juventus,Serie A,0:0,"['11.33', '4.81', '1.33']",2018-03-17
Udinese,Sassuolo,Serie A,1:2,"['2.18', '3.21', '3.58']",2018-03-17
Juventus,Atalanta,Serie A,2:0,"['1.41', '4.29', '9.45']",2018-03-14
Fiorentina,Benevento,Serie A,1:0,"['1.39', '4.75', '8.43']",2018-03-11
Sassuolo,Spal,Serie A,1:1,"['2.06', '3.25', '3.89']",2018-03-11
Juventus,Udinese,Serie A,2:0,"['1.22', '5.91', '15.56']",2018-03-11
Inter,Napoli,Serie A,0:0,"['3.98', '3.47', '1.96']",2018-03-11
Genoa,AC Milan,Serie A,0:1,"['3.50', '3.11', '2.26']",2018-03-11
Crotone,Sampdoria,Serie A,4:1,"['2.69', '3.22', '2.71']",2018-03-11
Cagliari,Lazio,Serie A,2:2,"['6.33', '4.28', '1.52']",2018-03-11
Bologna,Atalanta,Serie A,0:1,"['4.61', '3.50', '1.83']",2018-03-11
Verona,Chievo,Serie A,1:0,"['3.81', '3.30', '2.08']",2018-03-10
AS Roma,Torino,Serie A,3:0,"['1.56', '4.32', '5.74']",2018-03-09
Napoli,AS Roma,Serie A,2:4,"['1.61', '3.94', '5.75']",2018-03-03
Spal,Bologna,Serie A,1:0,"['2.45', '3.11', '3.15']",2018-03-03
Lazio,Juventus,Serie A,0:1,"['3.21', '3.16', '2.37']",2018-03-03
Cagliari,Napoli,Serie A,0:5,"['11.80', '5.17', '1.30']",2018-02-26
AS Roma,AC Milan,Serie A,0:2,"['2.05', '3.34', '3.79']",2018-02-25
Crotone,Spal,Serie A,2:3,"['2.27', '3.09', '3.51']",2018-02-25
Fiorentina,Chievo,Serie A,1:0,"['1.46', '4.26', '7.52']",2018-02-25
Sampdoria,Udinese,Serie A,2:1,"['2.04', '3.40', '3.77']",2018-02-25
Sassuolo,Lazio,Serie A,0:3,"['4.32', '3.60', '1.85']",2018-02-25
Verona,Torino,Serie A,2:1,"['5.84', '4.04', '1.59']",2018-02-25
Inter,Benevento,Serie A,2:0,"['1.23', '6.22', '12.62']",2018-02-24
Bologna,Genoa,Serie A,2:0,"['2.89', '2.89', '2.81']",2018-02-24
Lazio,Verona,Serie A,2:0,"['1.18', '7.46', '15.23']",2018-02-19
AC Milan,Sampdoria,Serie A,1:0,"['1.64', '3.90', '5.43']",2018-02-18
Atalanta,Fiorentina,Serie A,1:1,"['2.34', '3.24', '3.17']",2018-02-18
Benevento,Crotone,Serie A,3:2,"['2.39', '3.20', '3.12']",2018-02-18
Bologna,Sassuolo,Serie A,2:1,"['2.61', '3.09', '2.91']",2018-02-18
Napoli,Spal,Serie A,1:0,"['1.13', '8.48', '21.97']",2018-02-18
Torino,Juventus,Serie A,0:1,"['4.92', '3.51', '1.78']",2018-02-18
Genoa,Inter,Serie A,2:0,"['3.35', '3.10', '2.33']",2018-02-17
Udinese,AS Roma,Serie A,0:2,"['4.62', '3.62', '1.79']",2018-02-17
Chievo,Cagliari,Serie A,2:1,"['2.19', '3.10', '3.71']",2018-02-17
Sassuolo,Cagliari,Serie A,0:0,"['2.01', '3.32', '3.93']",2018-02-11
Torino,Udinese,Serie A,2:0,"['1.76', '3.67', '4.81']",2018-02-11
Sampdoria,Verona,Serie A,2:0,"['1.46', '4.51', '6.99']",2018-02-11
Inter,Bologna,Serie A,2:1,"['1.51', '4.10', '7.03']",2018-02-11
Chievo,Genoa,Serie A,0:1,"['2.99', '3.01', '2.60']",2018-02-11
AS Roma,Benevento,Serie A,5:2,"['1.18', '7.34', '15.90']",2018-02-11
Crotone,Atalanta,Serie A,1:1,"['4.44', '3.45', '1.87']",2018-02-10
Napoli,Lazio,Serie A,4:1,"['1.80', '3.55', '4.70']",2018-02-10
Spal,AC Milan,Serie A,0:4,"['4.62', '3.43', '1.84']",2018-02-10
Fiorentina,Juventus,Serie A,0:2,"['4.74', '3.34', '1.85']",2018-02-09
Lazio,Genoa,Serie A,1:2,"['1.48', '4.17', '7.43']",2018-02-05
Bologna,Fiorentina,Serie A,1:2,"['3.26', '3.27', '2.29']",2018-02-04
Cagliari,Spal,Serie A,2:0,"['2.09', '3.29', '3.75']",2018-02-04
Verona,AS Roma,Serie A,0:1,"['8.55', '5.04', '1.36']",2018-02-04
Udinese,AC Milan,Serie A,1:1,"['3.45', '3.26', '2.21']",2018-02-04
Juventus,Sassuolo,Serie A,7:0,"['1.22', '6.11', '14.30']",2018-02-04
Benevento,Napoli,Serie A,0:2,"['17.72', '7.71', '1.16']",2018-02-04
Atalanta,Chievo,Serie A,1:0,"['1.44', '4.50', '7.65']",2018-02-04
Inter,Crotone,Serie A,1:1,"['1.27', '5.47', '13.07']",2018-02-03
Sampdoria,Torino,Serie A,1:1,"['2.29', '3.47', '3.07']",2018-02-03
Spal,Inter,Serie A,1:1,"['5.76', '3.91', '1.61']",2018-01-28
Fiorentina,Verona,Serie A,1:4,"['1.25', '5.97', '12.31']",2018-01-28
Napoli,Bologna,Serie A,3:1,"['1.18', '7.10', '15.74']",2018-01-28
Genoa,Udinese,Serie A,0:1,"['2.28', '3.07', '3.48']",2018-01-28
Torino,Benevento,Serie A,3:0,"['1.41', '4.71', '7.69']",2018-01-28
Crotone,Cagliari,Serie A,1:1,"['2.57', '2.98', '3.06']",2018-01-28
AS Roma,Sampdoria,Serie A,0:1,"['1.37', '5.04', '8.24']",2018-01-28
AC Milan,Lazio,Serie A,2:1,"['2.44', '3.29', '2.96']",2018-01-28
Chievo,Juventus,Serie A,0:2,"['10.27', '4.79', '1.34']",2018-01-27
Sassuolo,Atalanta,Serie A,0:3,"['2.98', '3.22', '2.47']",2018-01-27
Lazio,Udinese,Serie A,3:0,"['1.53', '4.10', '6.55']",2018-01-24
Sampdoria,AS Roma,Serie A,1:1,"['3.78', '3.60', '1.97']",2018-01-24
Juventus,Genoa,Serie A,1:0,"['1.24', '5.63', '15.02']",2018-01-22
Lazio,Chievo,Serie A,5:1,"['1.29', '5.71', '9.98']",2018-01-21
Verona,Crotone,Serie A,0:3,"['2.35', '3.13', '3.27']",2018-01-21
Udinese,Spal,Serie A,1:1,"['1.84', '3.52', '4.49']",2018-01-21
Sassuolo,Torino,Serie A,1:1,"['2.60', '3.19', '2.84']",2018-01-21
Sampdoria,Fiorentina,Serie A,3:1,"['3.06', '3.31', '2.37']",2018-01-21
Atalanta,Napoli,Serie A,0:1,"['3.68', '3.40', '2.06']",2018-01-21
Inter,AS Roma,Serie A,1:1,"['2.42', '3.42', '2.89']",2018-01-21
Cagliari,AC Milan,Serie A,1:2,"['3.95', '3.40', '1.99']",2018-01-21
Bologna,Benevento,Serie A,3:0,"['1.70', '3.64', '5.33']",2018-01-21
Benevento,Sampdoria,Serie A,3:2,"['3.67', '3.45', '2.05']",2018-01-06
Napoli,Verona,Serie A,2:0,"['1.09', '10.80', '27.22']",2018-01-06
Cagliari,Juventus,Serie A,0:1,"['9.86', '5.06', '1.33']",2018-01-06
Genoa,Sassuolo,Serie A,1:0,"['2.33', '3.09', '3.36']",2018-01-06
AS Roma,Atalanta,Serie A,1:2,"['1.89', '3.52', '4.22']",2018-01-06
AC Milan,Crotone,Serie A,1:0,"['1.27', '5.76', '11.72']",2018-01-06
Torino,Bologna,Serie A,3:0,"['1.99', '3.43', '3.91']",2018-01-06
Spal,Lazio,Serie A,2:5,"['5.71', '3.85', '1.63']",2018-01-06
Chievo,Udinese,Serie A,1:1,"['3.12', '3.14', '2.42']",2018-01-05
Fiorentina,Inter,Serie A,1:1,"['2.56', '3.20', '2.86']",2018-01-05
Torino,Genoa,Serie A,0:0,"['2.36', '3.14', '3.27']",2017-12-30
AS Roma,Sassuolo,Serie A,1:1,"['1.27', '5.95', '10.81']",2017-12-30
Verona,Juventus,Serie A,1:3,"['15.38', '6.61', '1.20']",2017-12-30
Atalanta,Cagliari,Serie A,1:2,"['1.43', '4.53', '7.75']",2017-12-30
Benevento,Chievo,Serie A,1:0,"['2.93', '3.32', '2.45']",2017-12-30
Bologna,Udinese,Serie A,1:2,"['2.44', '3.09', '3.16']",2017-12-30
Fiorentina,AC Milan,Serie A,1:1,"['2.35', '3.28', '3.13']",2017-12-30
Inter,Lazio,Serie A,0:0,"['2.30', '3.48', '3.05']",2017-12-30
Sampdoria,Spal,Serie A,2:0,"['1.84', '3.53', '4.46']",2017-12-30
Crotone,Napoli,Serie A,0:1,"['14.90', '6.52', '1.21']",2017-12-29
AC Milan,Atalanta,Serie A,0:2,"['2.53', '3.28', '2.85']",2017-12-23
Genoa,Benevento,Serie A,1:0,"['1.46', '4.33', '7.55']",2017-12-23
Juventus,AS Roma,Serie A,1:0,"['1.71', '3.73', '5.05']",2017-12-23
Lazio,Crotone,Serie A,4:0,"['1.25', '6.08', '11.80']",2017-12-23
Napoli,Sampdoria,Serie A,3:2,"['1.20', '6.99', '13.53']",2017-12-23
Sassuolo,Inter,Serie A,1:0,"['5.01', '3.74', '1.72']",2017-12-23
Spal,Torino,Serie A,2:2,"['3.08', '3.27', '2.38']",2017-12-23
Udinese,Verona,Serie A,4:0,"['1.71', '3.81', '4.94']",2017-12-23
Cagliari,Fiorentina,Serie A,0:1,"['3.17', '3.24', '2.35']",2017-12-22
Chievo,Bologna,Serie A,2:3,"['2.58', '3.07', '2.96']",2017-12-22
Verona,AC Milan,Serie A,3:0,"['5.97', '4.23', '1.55']",2017-12-17
Crotone,Chievo,Serie A,1:0,"['2.93', '3.05', '2.62']",2017-12-17
Sampdoria,Sassuolo,Serie A,0:1,"['1.92', '3.61', '3.96']",2017-12-17
Fiorentina,Genoa,Serie A,0:0,"['1.76', '3.57', '4.98']",2017-12-17
Atalanta,Lazio,Serie A,3:3,"['2.25', '3.31', '3.29']",2017-12-17
Bologna,Juventus,Serie A,0:3,"['7.74', '4.26', '1.45']",2017-12-17
Benevento,Spal,Serie A,1:2,"['2.59', '3.20', '2.82']",2017-12-17
AS Roma,Cagliari,Serie A,1:0,"['1.23', '6.46', '12.22']",2017-12-16
Inter,Udinese,Serie A,1:3,"['1.33', '5.24', '9.21']",2017-12-16
Torino,Napoli,Serie A,1:3,"['5.02', '3.82', '1.70']",2017-12-16
