homeTeam,awayTeam,league,result,odds,date
Brighton,Manchester Utd,premier,1:0,"['2.23', '3.79', '3.01']",2023-05-04
Liverpool,Fulham,premier,1:0,"['1.29', '6.06', '9.38']",2023-05-03
Manchester City,West Ham,premier,3:0,"['1.17', '8.18', '15.00']",2023-05-03
Arsenal,Chelsea,premier,3:1,"['1.61', '4.22', '5.44']",2023-05-02
Leicester,Everton,premier,2:2,"['1.98', '3.45', '4.02']",2023-05-01
Bournemouth,Leeds,premier,4:1,"['2.46', '3.43', '2.89']",2023-04-30
Fulham,Manchester City,premier,1:2,"['10.39', '5.99', '1.28']",2023-04-30
Liverpool,Tottenham,premier,4:3,"['1.53', '4.81', '5.35']",2023-04-30
Manchester Utd,Aston Villa,premier,1:0,"['1.75', '4.06', '4.40']",2023-04-30
Newcastle,Southampton,premier,3:1,"['1.26', '6.11', '10.79']",2023-04-30
Crystal Palace,West Ham,premier,4:3,"['2.54', '3.21', '2.94']",2023-04-29
Brentford,Nottingham,premier,2:1,"['1.75', '3.71', '4.94']",2023-04-29
Brighton,Wolves,premier,6:0,"['1.62', '4.14', '5.44']",2023-04-29
Everton,Newcastle,premier,1:4,"['4.52', '3.68', '1.82']",2023-04-27
Southampton,Bournemouth,premier,0:1,"['2.53', '3.30', '2.91']",2023-04-27
Tottenham,Manchester Utd,premier,2:2,"['2.90', '3.75', '2.33']",2023-04-27
Chelsea,Brentford,premier,0:2,"['1.79', '3.68', '4.72']",2023-04-26
Manchester City,Arsenal,premier,4:1,"['1.64', '4.22', '5.12']",2023-04-26
Nottingham,Brighton,premier,3:1,"['5.36', '4.29', '1.61']",2023-04-26
West Ham,Liverpool,premier,1:2,"['3.63', '3.86', '1.98']",2023-04-26
Aston Villa,Fulham,premier,1:0,"['1.74', '3.81', '4.91']",2023-04-25
Leeds,Leicester,premier,1:1,"['2.40', '3.56', '2.89']",2023-04-25
Wolves,Crystal Palace,premier,2:0,"['2.35', '3.00', '3.53']",2023-04-25
Newcastle,Tottenham,premier,6:1,"['1.95', '3.70', '3.86']",2023-04-23
Bournemouth,West Ham,premier,0:4,"['3.03', '3.27', '2.45']",2023-04-23
Brentford,Aston Villa,premier,1:1,"['2.72', '3.27', '2.70']",2023-04-22
Crystal Palace,Everton,premier,0:0,"['1.94', '3.34', '4.36']",2023-04-22
Fulham,Leeds,premier,2:1,"['2.32', '3.45', '3.10']",2023-04-22
Leicester,Wolves,premier,2:1,"['2.43', '3.30', '3.04']",2023-04-22
Liverpool,Nottingham,premier,3:2,"['1.18', '7.87', '14.67']",2023-04-22
Arsenal,Southampton,premier,3:3,"['1.21', '7.02', '13.74']",2023-04-21
Leeds,Liverpool,premier,1:6,"['4.64', '4.29', '1.68']",2023-04-17
Nottingham,Manchester Utd,premier,0:2,"['5.01', '3.96', '1.68']",2023-04-16
West Ham,Arsenal,premier,2:2,"['5.75', '4.20', '1.59']",2023-04-16
Southampton,Crystal Palace,premier,0:2,"['2.96', '3.11', '2.61']",2023-04-15
Wolves,Brentford,premier,2:0,"['2.81', '3.15', '2.69']",2023-04-15
Tottenham,Bournemouth,premier,2:3,"['1.51', '4.49', '6.37']",2023-04-15
Manchester City,Leicester,premier,3:1,"['1.13', '9.22', '18.48']",2023-04-15
Chelsea,Brighton,premier,1:2,"['2.91', '3.37', '2.48']",2023-04-15
Everton,Fulham,premier,1:3,"['2.21', '3.29', '3.46']",2023-04-15
Aston Villa,Newcastle,premier,3:0,"['3.64', '3.41', '2.10']",2023-04-15
Leeds,Crystal Palace,premier,1:5,"['2.05', '3.51', '3.66']",2023-04-09
Liverpool,Arsenal,premier,2:2,"['2.73', '3.53', '2.54']",2023-04-09
Wolves,Chelsea,premier,1:0,"['5.06', '3.63', '1.75']",2023-04-08
Manchester Utd,Everton,premier,2:0,"['1.59', '4.30', '5.71']",2023-04-08
Southampton,Manchester City,premier,1:4,"['12.29', '6.35', '1.24']",2023-04-08
Tottenham,Brighton,premier,2:1,"['2.67', '3.45', '2.64']",2023-04-08
Leicester,Bournemouth,premier,0:1,"['2.06', '3.40', '3.77']",2023-04-08
Fulham,West Ham,premier,0:1,"['2.91', '3.22', '2.55']",2023-04-08
Brentford,Newcastle,premier,1:2,"['4.07', '3.55', '1.93']",2023-04-08
Aston Villa,Nottingham,premier,2:0,"['1.57', '4.15', '5.85']",2023-04-08
Manchester Utd,Brentford,premier,1:0,"['1.61', '4.27', '5.26']",2023-04-05
West Ham,Newcastle,premier,1:5,"['3.46', '3.20', '2.26']",2023-04-05
Chelsea,Liverpool,premier,0:0,"['2.18', '3.50', '3.33']",2023-04-04
Bournemouth,Brighton,premier,0:2,"['5.55', '4.30', '1.58']",2023-04-04
Leeds,Nottingham,premier,2:1,"['1.68', '3.92', '5.10']",2023-04-04
Leicester,Aston Villa,premier,1:2,"['2.79', '3.40', '2.57']",2023-04-04
Everton,Tottenham,premier,1:1,"['3.95', '3.36', '2.04']",2023-04-03
Newcastle,Manchester Utd,premier,2:0,"['2.38', '3.48', '2.98']",2023-04-02
West Ham,Southampton,premier,1:0,"['1.77', '3.66', '4.88']",2023-04-02
Chelsea,Aston Villa,premier,0:2,"['1.61', '3.97', '5.89']",2023-04-01
Crystal Palace,Leicester,premier,2:1,"['2.37', '3.33', '3.15']",2023-04-01
Manchester City,Liverpool,premier,4:1,"['1.67', '4.20', '4.95']",2023-04-01
Brighton,Brentford,premier,3:3,"['1.62', '4.20', '5.55']",2023-04-01
Bournemouth,Fulham,premier,2:1,"['2.56', '3.29', '2.88']",2023-04-01
Nottingham,Wolves,premier,1:1,"['3.33', '3.14', '2.37']",2023-04-01
Arsenal,Leeds,premier,4:1,"['1.27', '6.54', '10.38']",2023-04-01
Arsenal,Crystal Palace,premier,4:1,"['1.28', '6.01', '11.25']",2023-03-19
Aston Villa,Bournemouth,premier,3:0,"['1.75', '3.85', '4.87']",2023-03-18
Brentford,Leicester,premier,1:1,"['1.89', '3.80', '4.10']",2023-03-18
Chelsea,Everton,premier,2:2,"['1.47', '4.25', '7.94']",2023-03-18
Southampton,Tottenham,premier,3:3,"['4.47', '3.69', '1.83']",2023-03-18
Wolves,Leeds,premier,2:4,"['2.36', '3.23', '3.24']",2023-03-18
Nottingham,Newcastle,premier,1:2,"['5.35', '3.74', '1.70']",2023-03-17
Brighton,Crystal Palace,premier,1:0,"['1.37', '5.02', '8.62']",2023-03-15
Southampton,Brentford,premier,0:2,"['3.25', '3.22', '2.36']",2023-03-15
Newcastle,Wolves,premier,2:1,"['1.64', '3.83', '5.77']",2023-03-12
West Ham,Aston Villa,premier,1:1,"['2.31', '3.26', '3.33']",2023-03-12
Fulham,Arsenal,premier,0:3,"['7.40', '4.67', '1.44']",2023-03-12
Manchester Utd,Southampton,premier,0:0,"['1.27', '6.08', '10.65']",2023-03-12
Bournemouth,Liverpool,premier,1:0,"['6.70', '5.00', '1.43']",2023-03-11
Crystal Palace,Manchester City,premier,0:1,"['9.93', '5.09', '1.34']",2023-03-11
Everton,Brentford,premier,1:0,"['2.67', '3.08', '2.89']",2023-03-11
Leeds,Brighton,premier,2:2,"['4.22', '3.68', '1.86']",2023-03-11
Leicester,Chelsea,premier,1:3,"['4.00', '3.62', '1.92']",2023-03-11
Tottenham,Nottingham,premier,3:1,"['1.45', '4.50', '7.20']",2023-03-11
Brentford,Fulham,premier,3:2,"['2.04', '3.56', '3.66']",2023-03-06
Nottingham,Everton,premier,2:2,"['3.06', '3.01', '2.60']",2023-03-05
Liverpool,Manchester Utd,premier,7:0,"['2.52', '3.58', '2.76']",2023-03-05
Brighton,West Ham,premier,4:0,"['1.70', '3.91', '5.16']",2023-03-04
Aston Villa,Crystal Palace,premier,1:0,"['2.16', '3.30', '3.64']",2023-03-04
Arsenal,Bournemouth,premier,3:2,"['1.21', '6.88', '13.88']",2023-03-04
Manchester City,Newcastle,premier,2:0,"['1.51', '4.34', '6.59']",2023-03-04
Southampton,Leicester,premier,1:0,"['2.86', '3.33', '2.55']",2023-03-04
Wolves,Tottenham,premier,1:0,"['3.24', '3.23', '2.38']",2023-03-04
Chelsea,Leeds,premier,1:0,"['1.58', '4.12', '5.96']",2023-03-04
Arsenal,Everton,premier,4:0,"['1.32', '5.22', '11.01']",2023-03-01
Liverpool,Wolves,premier,2:0,"['1.53', '4.34', '6.33']",2023-03-01
Tottenham,Chelsea,premier,2:0,"['2.89', '3.30', '2.55']",2023-02-26
West Ham,Nottingham,premier,4:0,"['1.70', '3.78', '5.37']",2023-02-25
Everton,Aston Villa,premier,0:2,"['2.65', '3.14', '2.91']",2023-02-25
Leeds,Southampton,premier,1:0,"['1.96', '3.65', '3.91']",2023-02-25
Leicester,Arsenal,premier,0:1,"['5.86', '4.28', '1.57']",2023-02-25
Crystal Palace,Liverpool,premier,0:0,"['4.98', '4.08', '1.68']",2023-02-25
Bournemouth,Manchester City,premier,1:4,"['10.23', '5.21', '1.33']",2023-02-25
Fulham,Wolves,premier,1:1,"['2.59', '3.15', '2.97']",2023-02-24
Manchester Utd,Leicester,premier,3:0,"['1.57', '4.48', '5.69']",2023-02-19
Tottenham,West Ham,premier,2:0,"['1.87', '3.54', '4.61']",2023-02-19
Wolves,Bournemouth,premier,0:1,"['1.83', '3.63', '4.63']",2023-02-18
Aston Villa,Arsenal,premier,2:4,"['4.39', '3.65', '1.87']",2023-02-18
Brentford,Crystal Palace,premier,1:1,"['1.85', '3.48', '4.76']",2023-02-18
Brighton,Fulham,premier,0:1,"['1.55', '4.37', '6.07']",2023-02-18
Chelsea,Southampton,premier,0:1,"['1.44', '4.66', '7.87']",2023-02-18
Everton,Leeds,premier,1:0,"['2.70', '3.21', '2.80']",2023-02-18
Newcastle,Liverpool,premier,0:2,"['2.59', '3.41', '2.79']",2023-02-18
Nottingham,Manchester City,premier,1:1,"['10.50', '5.55', '1.31']",2023-02-18
Arsenal,Manchester City,premier,1:3,"['3.32', '3.44', '2.26']",2023-02-15
Liverpool,Everton,premier,2:0,"['1.60', '4.22', '5.75']",2023-02-13
Leeds,Manchester Utd,premier,0:2,"['3.75', '3.80', '1.97']",2023-02-12
Manchester City,Aston Villa,premier,3:1,"['1.34', '5.42', '9.32']",2023-02-12
Bournemouth,Newcastle,premier,1:1,"['5.80', '3.92', '1.63']",2023-02-11
Crystal Palace,Brighton,premier,1:1,"['4.83', '3.67', '1.78']",2023-02-11
Fulham,Nottingham,premier,2:0,"['1.95', '3.50', '4.13']",2023-02-11
Leicester,Tottenham,premier,4:1,"['3.56', '3.71', '2.05']",2023-02-11
Southampton,Wolves,premier,1:2,"['3.11', '3.19', '2.48']",2023-02-11
West Ham,Chelsea,premier,1:1,"['3.51', '3.33', '2.19']",2023-02-11
Arsenal,Brentford,premier,1:1,"['1.53', '4.39', '6.38']",2023-02-11
Manchester Utd,Leeds,premier,2:2,"['1.53', '4.54', '6.17']",2023-02-08
Nottingham,Leeds,premier,1:0,"['2.83', '3.39', '2.58']",2023-02-05
Tottenham,Manchester City,premier,1:0,"['3.97', '3.86', '1.91']",2023-02-05
Manchester Utd,Crystal Palace,premier,2:1,"['1.38', '5.07', '8.48']",2023-02-04
Wolves,Liverpool,premier,3:0,"['3.92', '3.74', '1.94']",2023-02-04
Newcastle,West Ham,premier,1:1,"['1.68', '3.87', '5.45']",2023-02-04
Brentford,Southampton,premier,3:0,"['1.77', '3.72', '4.91']",2023-02-04
Everton,Arsenal,premier,1:0,"['7.77', '4.31', '1.48']",2023-02-04
Brighton,Bournemouth,premier,1:0,"['1.39', '5.23', '7.85']",2023-02-04
Aston Villa,Leicester,premier,2:4,"['2.15', '3.47', '3.51']",2023-02-04
Chelsea,Fulham,premier,0:0,"['1.59', '4.20', '5.99']",2023-02-03
Fulham,Tottenham,premier,0:1,"['3.30', '3.84', '2.13']",2023-01-23
Arsenal,Manchester Utd,premier,3:2,"['1.90', '3.74', '4.12']",2023-01-22
Leeds,Brentford,premier,0:0,"['2.43', '3.56', '2.90']",2023-01-22
Manchester City,Wolves,premier,3:0,"['1.26', '6.50', '10.95']",2023-01-22
Liverpool,Chelsea,premier,0:0,"['2.08', '3.60', '3.62']",2023-01-21
West Ham,Everton,premier,2:0,"['1.88', '3.56', '4.45']",2023-01-21
Southampton,Aston Villa,premier,0:1,"['2.70', '3.20', '2.81']",2023-01-21
Leicester,Brighton,premier,2:2,"['4.10', '3.90', '1.86']",2023-01-21
Bournemouth,Nottingham,premier,1:1,"['2.87', '3.19', '2.66']",2023-01-21
Crystal Palace,Newcastle,premier,0:0,"['4.52', '3.61', '1.85']",2023-01-21
Manchester City,Tottenham,premier,4:2,"['1.51', '4.78', '6.07']",2023-01-19
Crystal Palace,Manchester Utd,premier,1:1,"['5.36', '4.01', '1.67']",2023-01-18
Chelsea,Crystal Palace,premier,1:0,"['1.86', '3.42', '4.71']",2023-01-15
Newcastle,Fulham,premier,1:0,"['1.51', '4.52', '6.34']",2023-01-15
Tottenham,Arsenal,premier,0:2,"['3.42', '3.48', '2.19']",2023-01-15
Brentford,Bournemouth,premier,2:0,"['1.62', '4.06', '5.69']",2023-01-14
Brighton,Liverpool,premier,3:0,"['2.95', '3.78', '2.31']",2023-01-14
Everton,Southampton,premier,1:2,"['2.36', '3.17', '3.26']",2023-01-14
Manchester Utd,Manchester City,premier,2:1,"['3.90', '3.93', '1.91']",2023-01-14
Nottingham,Leicester,premier,2:0,"['2.74', '3.12', '2.79']",2023-01-14
Wolves,West Ham,premier,1:0,"['2.46', '3.14', '3.11']",2023-01-14
Aston Villa,Leeds,premier,2:1,"['2.04', '3.59', '3.69']",2023-01-13
Fulham,Chelsea,premier,2:1,"['4.01', '3.43', '2.03']",2023-01-12
Chelsea,Manchester City,premier,0:1,"['5.12', '4.13', '1.66']",2023-01-05
Aston Villa,Wolves,premier,1:1,"['1.95', '3.49', '4.16']",2023-01-04
Crystal Palace,Tottenham,premier,0:4,"['3.39', '3.39', '2.24']",2023-01-04
Leeds,West Ham,premier,2:2,"['2.87', '3.38', '2.52']",2023-01-04
Southampton,Nottingham,premier,0:1,"['2.37', '3.29', '3.18']",2023-01-04
Arsenal,Newcastle,premier,0:0,"['1.78', '3.86', '4.69']",2023-01-03
Everton,Brighton,premier,1:4,"['3.26', '3.34', '2.33']",2023-01-03
Leicester,Fulham,premier,0:1,"['2.36', '3.59', '2.98']",2023-01-03
Manchester Utd,Bournemouth,premier,3:0,"['1.27', '6.18', '11.19']",2023-01-03
Brentford,Liverpool,premier,3:1,"['6.11', '4.64', '1.52']",2023-01-02
Nottingham,Chelsea,premier,1:1,"['5.74', '4.02', '1.61']",2023-01-01
Tottenham,Aston Villa,premier,0:2,"['1.66', '4.15', '5.10']",2023-01-01
Manchester City,Everton,premier,1:1,"['1.14', '8.72', '19.00']",2022-12-31
Wolves,Manchester Utd,premier,0:1,"['4.12', '3.62', '1.91']",2022-12-31
Newcastle,Leeds,premier,0:0,"['1.47', '4.70', '6.57']",2022-12-31
Bournemouth,Crystal Palace,premier,0:2,"['2.97', '3.21', '2.53']",2022-12-31
Fulham,Southampton,premier,2:1,"['1.87', '3.70', '4.19']",2022-12-31
Brighton,Arsenal,premier,2:4,"['4.17', '3.69', '1.88']",2022-12-31
Liverpool,Leicester,premier,2:1,"['1.27', '6.32', '11.29']",2022-12-30
West Ham,Brentford,premier,0:2,"['2.06', '3.61', '3.53']",2022-12-30
Leeds,Manchester City,premier,1:3,"['9.86', '6.23', '1.28']",2022-12-28
Chelsea,Bournemouth,premier,2:0,"['1.34', '5.44', '9.13']",2022-12-27
Manchester Utd,Nottingham,premier,3:0,"['1.34', '5.54', '8.84']",2022-12-27
Everton,Wolves,premier,1:2,"['2.46', '3.23', '3.06']",2022-12-26
Southampton,Brighton,premier,1:3,"['3.55', '3.48', '2.09']",2022-12-26
Leicester,Newcastle,premier,0:3,"['3.39', '3.50', '2.17']",2022-12-26
Brentford,Tottenham,premier,2:2,"['3.58', '3.66', '2.05']",2022-12-26
Crystal Palace,Fulham,premier,0:3,"['2.19', '3.53', '3.31']",2022-12-26
Aston Villa,Liverpool,premier,1:3,"['4.73', '4.06', '1.71']",2022-12-26
Arsenal,West Ham,premier,3:1,"['1.54', '4.33', '6.27']",2022-12-26
Brighton,Aston Villa,premier,1:2,"['1.78', '3.78', '4.69']",2022-11-13
Fulham,Manchester Utd,premier,1:2,"['4.26', '3.83', '1.84']",2022-11-13
Bournemouth,Everton,premier,3:0,"['2.77', '3.20', '2.72']",2022-11-12
Liverpool,Southampton,premier,3:1,"['1.26', '6.59', '10.25']",2022-11-12
Manchester City,Brentford,premier,1:2,"['1.15', '8.41', '18.60']",2022-11-12
Newcastle,Chelsea,premier,1:0,"['2.22', '3.39', '3.41']",2022-11-12
Nottingham,Crystal Palace,premier,1:0,"['3.32', '3.22', '2.36']",2022-11-12
Tottenham,Leeds,premier,4:3,"['1.62', '4.36', '5.19']",2022-11-12
West Ham,Leicester,premier,0:2,"['2.08', '3.49', '3.65']",2022-11-12
Wolves,Arsenal,premier,0:2,"['6.55', '4.18', '1.54']",2022-11-12
Tottenham,Liverpool,premier,1:2,"['3.35', '3.79', '2.08']",2022-11-06
West Ham,Crystal Palace,premier,1:2,"['1.88', '3.56', '4.39']",2022-11-06
Chelsea,Arsenal,premier,0:1,"['2.81', '3.39', '2.55']",2022-11-06
Southampton,Newcastle,premier,1:4,"['4.44', '3.74', '1.81']",2022-11-06
Aston Villa,Manchester Utd,premier,3:1,"['3.27', '3.49', '2.22']",2022-11-06
Nottingham,Brentford,premier,2:2,"['2.62', '3.20', '2.89']",2022-11-05
Wolves,Brighton,premier,2:3,"['3.59', '3.32', '2.17']",2022-11-05
Manchester City,Fulham,premier,2:1,"['1.17', '8.09', '15.65']",2022-11-05
Leeds,Bournemouth,premier,4:3,"['1.64', '4.15', '5.26']",2022-11-05
Everton,Leicester,premier,0:2,"['2.50', '3.35', '2.89']",2022-11-05
Arsenal,Nottingham,premier,5:0,"['1.22', '6.67', '12.94']",2022-10-30
Manchester Utd,West Ham,premier,1:0,"['1.70', '3.89', '5.10']",2022-10-30
Leicester,Manchester City,premier,0:1,"['7.43', '5.15', '1.40']",2022-10-29
Fulham,Everton,premier,0:0,"['2.27', '3.40', '3.25']",2022-10-29
Newcastle,Aston Villa,premier,4:0,"['1.78', '3.87', '4.58']",2022-10-29
Liverpool,Leeds,premier,1:2,"['1.22', '6.99', '12.06']",2022-10-29
Crystal Palace,Southampton,premier,1:0,"['2.06', '3.48', '3.74']",2022-10-29
Brighton,Chelsea,premier,4:1,"['3.17', '3.40', '2.31']",2022-10-29
Brentford,Wolves,premier,1:1,"['2.18', '3.47', '3.42']",2022-10-29
Bournemouth,Tottenham,premier,2:3,"['4.89', '3.68', '1.76']",2022-10-29
West Ham,Bournemouth,premier,2:0,"['1.61', '4.07', '5.79']",2022-10-24
Aston Villa,Brentford,premier,4:0,"['2.08', '3.52', '3.58']",2022-10-23
Leeds,Fulham,premier,2:3,"['2.09', '3.68', '3.41']",2022-10-23
Southampton,Arsenal,premier,1:1,"['6.74', '4.54', '1.48']",2022-10-23
Tottenham,Newcastle,premier,1:2,"['2.16', '3.43', '3.46']",2022-10-23
Wolves,Leicester,premier,0:4,"['2.36', '3.34', '3.12']",2022-10-23
Everton,Crystal Palace,premier,3:0,"['2.48', '3.18', '3.11']",2022-10-22
Chelsea,Manchester Utd,premier,1:1,"['2.14', '3.57', '3.37']",2022-10-22
Manchester City,Brighton,premier,3:1,"['1.23', '6.76', '12.94']",2022-10-22
Nottingham,Liverpool,premier,1:0,"['8.16', '5.59', '1.35']",2022-10-22
Leicester,Leeds,premier,2:0,"['2.23', '3.53', '3.22']",2022-10-20
Fulham,Aston Villa,premier,3:0,"['2.97', '3.36', '2.44']",2022-10-20
Bournemouth,Southampton,premier,0:1,"['2.58', '3.22', '2.91']",2022-10-19
Brentford,Chelsea,premier,0:0,"['4.33', '3.78', '1.82']",2022-10-19
Liverpool,West Ham,premier,1:0,"['1.41', '5.10', '7.21']",2022-10-19
Manchester Utd,Tottenham,premier,2:0,"['2.44', '3.53', '2.85']",2022-10-19
Newcastle,Everton,premier,1:0,"['1.71', '3.83', '5.08']",2022-10-19
Brighton,Nottingham,premier,0:0,"['1.39', '4.99', '7.95']",2022-10-18
Crystal Palace,Wolves,premier,2:1,"['2.13', '3.28', '3.74']",2022-10-18
Manchester Utd,Newcastle,premier,0:0,"['2.00', '3.69', '3.68']",2022-10-16
Liverpool,Manchester City,premier,1:0,"['3.94', '4.05', '1.84']",2022-10-16
Southampton,West Ham,premier,1:1,"['3.04', '3.35', '2.40']",2022-10-16
Leeds,Arsenal,premier,0:1,"['5.28', '4.12', '1.63']",2022-10-16
Aston Villa,Chelsea,premier,0:2,"['4.08', '3.50', '1.95']",2022-10-16
Fulham,Bournemouth,premier,2:2,"['1.96', '3.58', '3.93']",2022-10-15
Leicester,Crystal Palace,premier,0:0,"['2.38', '3.49', '2.98']",2022-10-15
Tottenham,Everton,premier,2:0,"['1.45', '4.61', '7.23']",2022-10-15
Wolves,Nottingham,premier,1:0,"['1.73', '3.79', '4.98']",2022-10-15
Brentford,Brighton,premier,2:0,"['3.34', '3.42', '2.21']",2022-10-14
Nottingham,Aston Villa,premier,1:1,"['3.79', '3.59', '2.00']",2022-10-10
Crystal Palace,Leeds,premier,2:1,"['2.05', '3.55', '3.66']",2022-10-09
Everton,Manchester Utd,premier,1:2,"['3.69', '3.55', '2.04']",2022-10-09
West Ham,Fulham,premier,3:1,"['1.65', '3.97', '5.43']",2022-10-09
Arsenal,Liverpool,premier,3:2,"['2.54', '3.75', '2.61']",2022-10-09
Chelsea,Wolves,premier,3:0,"['1.50', '4.26', '7.04']",2022-10-08
Newcastle,Brentford,premier,5:1,"['1.69', '4.00', '4.98']",2022-10-08
Manchester City,Southampton,premier,4:0,"['1.12', '10.28', '20.00']",2022-10-08
Brighton,Tottenham,premier,0:1,"['2.63', '3.32', '2.76']",2022-10-08
Bournemouth,Leicester,premier,2:1,"['3.32', '3.50', '2.19']",2022-10-08
Leicester,Nottingham,premier,4:0,"['1.71', '4.02', '4.75']",2022-10-03
Leeds,Aston Villa,premier,0:0,"['2.50', '3.38', '2.89']",2022-10-02
Manchester City,Manchester Utd,premier,6:3,"['1.45', '5.31', '6.01']",2022-10-02
Liverpool,Brighton,premier,3:3,"['1.47', '4.83', '6.61']",2022-10-01
Crystal Palace,Chelsea,premier,1:2,"['4.83', '3.74', '1.77']",2022-10-01
West Ham,Wolves,premier,2:0,"['2.02', '3.35', '3.99']",2022-10-01
Southampton,Everton,premier,1:2,"['2.33', '3.34', '3.23']",2022-10-01
Fulham,Newcastle,premier,1:4,"['2.93', '3.40', '2.47']",2022-10-01
Bournemouth,Brentford,premier,0:0,"['3.24', '3.46', '2.26']",2022-10-01
Arsenal,Tottenham,premier,3:1,"['1.99', '3.74', '3.69']",2022-10-01
Brentford,Arsenal,premier,0:3,"['4.63', '3.93', '1.75']",2022-09-18
Everton,West Ham,premier,1:0,"['2.92', '3.27', '2.53']",2022-09-18
Newcastle,Bournemouth,premier,1:1,"['1.42', '4.71', '7.76']",2022-09-17
Tottenham,Leicester,premier,6:2,"['1.49', '4.60', '6.42']",2022-09-17
Wolves,Manchester City,premier,0:3,"['8.72', '5.69', '1.33']",2022-09-17
Aston Villa,Southampton,premier,1:0,"['2.04', '3.51', '3.72']",2022-09-16
Nottingham,Fulham,premier,2:3,"['2.77', '3.37', '2.59']",2022-09-16
Brighton,Leicester,premier,5:2,"['1.95', '3.51', '4.07']",2022-09-04
Manchester Utd,Arsenal,premier,3:1,"['2.64', '3.46', '2.69']",2022-09-04
Aston Villa,Manchester City,premier,1:1,"['8.70', '5.86', '1.32']",2022-09-03
Everton,Liverpool,premier,0:0,"['7.58', '5.20', '1.40']",2022-09-03
Chelsea,West Ham,premier,2:1,"['1.63', '4.15', '5.45']",2022-09-03
Brentford,Leeds,premier,5:2,"['2.14', '3.59', '3.36']",2022-09-03
Nottingham,Bournemouth,premier,2:3,"['2.15', '3.37', '3.55']",2022-09-03
Newcastle,Crystal Palace,premier,0:0,"['2.04', '3.48', '3.78']",2022-09-03
Tottenham,Fulham,premier,2:1,"['1.52', '4.45', '6.15']",2022-09-03
Wolves,Southampton,premier,1:0,"['2.17', '3.46', '3.45']",2022-09-03
Leicester,Manchester Utd,premier,0:1,"['3.32', '3.76', '2.10']",2022-09-01
West Ham,Tottenham,premier,1:1,"['3.37', '3.59', '2.16']",2022-08-31
Bournemouth,Wolves,premier,0:0,"['3.31', '3.29', '2.31']",2022-08-31
Manchester City,Nottingham,premier,6:0,"['1.09', '12.06', '25.75']",2022-08-31
Liverpool,Newcastle,premier,2:1,"['1.31', '6.03', '9.55']",2022-08-31
Arsenal,Aston Villa,premier,2:1,"['1.54', '4.46', '6.06']",2022-08-31
Crystal Palace,Brentford,premier,1:1,"['2.06', '3.46', '3.73']",2022-08-30
Fulham,Brighton,premier,2:1,"['3.22', '3.22', '2.37']",2022-08-30
Leeds,Everton,premier,1:1,"['2.08', '3.59', '3.53']",2022-08-30
Southampton,Chelsea,premier,2:1,"['5.27', '4.04', '1.65']",2022-08-30
Aston Villa,West Ham,premier,0:1,"['2.17', '3.41', '3.44']",2022-08-28
Nottingham,Tottenham,premier,0:2,"['6.93', '4.67', '1.46']",2022-08-28
Wolves,Newcastle,premier,1:1,"['2.68', '3.28', '2.74']",2022-08-28
Arsenal,Fulham,premier,2:1,"['1.39', '5.30', '7.28']",2022-08-27
Brighton,Leeds,premier,1:0,"['1.81', '3.80', '4.45']",2022-08-27
Brentford,Everton,premier,1:1,"['2.16', '3.41', '3.50']",2022-08-27
Manchester City,Crystal Palace,premier,4:2,"['1.18', '7.43', '16.25']",2022-08-27
Liverpool,Bournemouth,premier,9:0,"['1.15', '8.85', '18.25']",2022-08-27
Southampton,Manchester Utd,premier,0:1,"['3.83', '3.89', '1.90']",2022-08-27
Chelsea,Leicester,premier,2:1,"['1.42', '5.05', '7.33']",2022-08-27
Manchester Utd,Liverpool,premier,2:1,"['4.58', '4.25', '1.70']",2022-08-22
Leeds,Chelsea,premier,3:0,"['6.00', '4.59', '1.52']",2022-08-21
Newcastle,Manchester City,premier,3:3,"['6.94', '4.91', '1.44']",2022-08-21
West Ham,Brighton,premier,0:2,"['2.40', '3.37', '3.05']",2022-08-21
Leicester,Southampton,premier,1:2,"['1.78', '4.08', '4.34']",2022-08-20
Fulham,Brentford,premier,3:2,"['2.64', '3.35', '2.72']",2022-08-20
Tottenham,Wolves,premier,1:0,"['1.44', '4.77', '7.35']",2022-08-20
Bournemouth,Arsenal,premier,0:3,"['7.75', '4.73', '1.42']",2022-08-20
Crystal Palace,Aston Villa,premier,3:1,"['2.53', '3.20', '3.01']",2022-08-20
Everton,Nottingham,premier,1:1,"['1.90', '3.58', '4.28']",2022-08-20
Liverpool,Crystal Palace,premier,1:1,"['1.24', '6.44', '12.69']",2022-08-15
Chelsea,Tottenham,premier,2:2,"['2.21', '3.46', '3.30']",2022-08-14
Nottingham,West Ham,premier,1:0,"['4.18', '3.60', '1.90']",2022-08-14
Southampton,Leeds,premier,2:2,"['2.50', '3.51', '2.79']",2022-08-13
Wolves,Fulham,premier,0:0,"['2.18', '3.41', '3.42']",2022-08-13
Arsenal,Leicester,premier,4:2,"['1.56', '4.35', '5.80']",2022-08-13
Aston Villa,Everton,premier,2:1,"['1.79', '3.55', '4.94']",2022-08-13
Brentford,Manchester Utd,premier,4:0,"['4.55', '3.82', '1.78']",2022-08-13
Brighton,Newcastle,premier,0:0,"['2.49', '3.27', '2.98']",2022-08-13
Manchester City,Bournemouth,premier,4:0,"['1.08', '12.80', '27.75']",2022-08-13
Leicester,Brentford,premier,2:2,"['1.87', '3.73', '4.15']",2022-08-07
